% Model:              Dam breaking on a column.mph
% Version:            COMSOL 6.0.0.405
% Date:               Oct 13 2023, 01:23
% Table:              Probe Table 1 - 
% Time (s)                                        Pressure force on the column (N), Boundary Probe 1
0.9975242769460891                                5.958637466449541
0.999406884362299                                 5.925046535435445
1.001292159096115                                 5.891760021478716
1.0031782743064503                                5.858709147568152
1.0050689023853332                                5.825866743555448
1.0069622190806762                                5.793291010031715
1.00885823107447                                  5.7610018461489565
1.0107569450374594                                5.729018730548355
1.012657286294159                                 5.697295546535851
1.0145614227558153                                5.665789189733527
1.0164682815379213                                5.634547344024031
1.0183778690482965                                5.603592370980285
1.0202901916242273                                5.572945669556008
1.0222048384614966                                5.542579011322412
1.0241226494196989                                5.5124189459777275
1.0260432148865641                                5.482509471490274
1.0279665409360053                                5.4528776328248005
1.029892633571864                                 5.423547193860645
1.0318214987410392                                5.394496776716967
1.0337505184942668                                5.365709540198348
1.035684943525513                                 5.337142703150782
1.0376221593704444                                5.308862824439494
1.0395621717011185                                5.28089560372669
1.0415049861009944                                5.253203598251447
1.043448432768485                                 5.225760586501787
1.0453968658503734                                5.198544418486725
1.0473481183133546                                5.171615543096298
1.0493021954914394                                5.145002086133249
1.0512591026406077                                5.118639351337606
1.0532170200404845                                5.092542070846353
1.0551796013528927                                5.066696658888181
1.0571450288895206                                5.041156529535806
1.059113307639999                                 5.015948324103299
1.0610844423648904                                4.990948372359735
1.0630568633269513                                4.966219820779089
1.065033724211065                                 4.941756969586945
1.067013456345808                                 4.917609839074867
1.06899606436636                                  4.8937452673639115
1.070981553107772                                 4.8701184458304505
1.0729684997170679                                4.846784717032898
1.0749597623244613                                4.82374228731932
1.076953919417474                                 4.801039440541884
1.0789509750987751                                4.778554693854226
1.0809509344879609                                4.756326002135134
1.0829524177692884                                4.7344040999970325
1.0849581946919387                                4.7127912817057585
1.0869668872914717                                4.691450302490195
1.088978499803525                                 4.670355820404634
1.0909930364206004                                4.649546630542697
1.093009056356528                                 4.629070256442775
1.095029450038081                                 4.608900600999974
1.0970527786251416                                4.588954882699092
1.099079046344983                                 4.56927668608649
1.10110825647697                                  4.549901423071903
1.1031388023873083                                4.5308770825535865
1.105173904463004                                 4.512059201047722
1.1072119591811753                                4.493505276552652
1.1092529694968398                                4.475250141757398
1.1112969382874196                                4.457327749348831
1.1133419886201559                                4.439680749300984
1.1153918805147593                                4.422258275780363
1.1174447399479706                                4.405116783029872
1.1195005695354328                                4.388291159445594
1.121559371894099                                 4.371735497063314
1.123618895743215                                 4.355431688976291
1.1256836494508515                                4.339383796172108
1.1277513849101022                                4.323643761571836
1.1298221052946296                                4.308199360681802
1.1318958143673967                                4.292967551249649
1.1339697801883815                                4.278010179410617
1.1360494783203328                                4.263322989834438
1.1381321831033695                                4.248922599624305
1.140217904827596                                 4.234726996561946
1.1423063409167094                                4.220778681236162
1.1443981473669693                                4.207107221651627
